age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
26,2,358975,6,4,8,1,4,0,0,0,50,17,0
33,2,199227,9,2,3,0,4,1,0,0,55,38,1
44,2,248249,0,2,5,0,4,1,0,0,50,38,0
36,2,430828,1,0,11,1,4,0,0,0,40,38,0
42,2,187294,6,0,2,4,4,1,0,0,40,38,0
44,2,115932,8,2,9,0,4,1,0,0,40,38,0
44,2,181762,9,2,13,0,4,1,8614,0,55,38,1
21,2,32372,6,4,11,3,4,0,0,0,20,38,0
41,2,430828,6,2,11,0,4,1,0,0,50,38,1
41,2,150755,11,2,3,0,4,1,8614,0,50,1,1
62,2,69867,7,2,9,0,4,1,7298,0,50,38,1
27,2,160786,3,5,2,1,4,1,0,0,45,10,0
38,2,219546,9,2,9,0,4,1,0,0,40,38,1
60,2,32372,6,5,13,1,0,0,0,0,30,38,0
24,2,110371,4,4,6,4,4,1,0,0,40,25,0
22,2,304602,5,4,5,3,4,1,0,0,40,38,0
22,2,238917,0,4,6,1,4,1,0,0,24,25,0
51,2,200618,9,2,9,0,4,1,0,0,40,38,0
31,2,183043,10,2,3,0,4,1,0,1887,48,38,1
42,1,209752,11,2,3,0,4,1,0,0,55,38,1
49,2,196707,5,2,6,0,4,1,7298,0,43,38,1
37,1,98725,9,4,12,3,4,0,0,0,42,38,0
37,4,180150,11,2,9,0,4,1,0,0,45,38,1
66,2,151227,9,2,7,0,4,1,0,0,40,38,1
46,2,282538,7,5,6,1,2,0,0,0,40,38,0
52,2,89534,5,2,2,0,4,1,0,0,40,38,1
23,2,291011,5,4,2,1,4,1,0,0,40,38,0
67,2,166187,5,6,3,4,4,1,0,0,38,38,1
19,2,188669,6,4,11,3,4,0,0,0,25,38,0
37,2,178948,9,4,9,1,4,0,0,0,45,38,0
42,3,188738,5,2,3,0,4,1,0,1887,60,21,1
39,4,160808,6,2,7,0,2,1,0,0,40,38,0
54,2,93605,5,2,11,0,4,1,0,1848,40,38,1
46,2,318331,5,2,6,0,4,1,0,0,40,38,0
33,2,87605,5,4,7,4,2,0,0,0,40,38,0
67,4,89477,6,6,4,1,4,0,0,0,15,38,0
21,2,48301,6,4,5,3,4,1,0,0,40,38,0
27,2,220748,5,4,5,2,2,1,0,0,48,38,0
39,2,387068,5,2,3,0,4,1,0,0,40,38,1
23,2,250743,6,0,0,1,2,1,0,0,40,38,0
26,2,78258,7,0,9,4,4,0,0,0,36,38,0
42,2,32372,11,3,9,4,0,0,0,0,40,38,0
36,2,289190,5,0,2,4,4,1,0,0,40,38,0
24,2,430828,5,4,13,4,4,1,0,0,40,25,0
35,2,328466,1,2,7,0,4,1,0,0,40,25,0
42,2,403187,5,0,5,4,2,0,0,0,40,38,0
37,2,219546,7,2,2,0,4,1,4386,0,44,38,1
41,2,220531,11,2,9,0,4,1,0,0,50,38,1
27,2,204648,7,4,6,4,2,0,0,0,40,38,0
42,4,201908,11,2,9,0,4,1,8614,0,50,38,1
18,2,365683,5,4,0,3,4,0,0,0,16,38,0
41,2,175674,9,2,12,0,4,1,0,0,40,38,1
31,2,203488,5,2,5,0,4,1,0,0,40,38,0
26,2,106406,6,2,2,0,4,1,0,0,40,38,0
67,2,172756,0,6,6,1,4,0,2062,0,34,6,0
37,2,125167,6,2,3,0,4,1,0,0,60,38,1
51,2,249339,5,2,2,0,4,1,0,0,40,38,0
26,2,94652,6,4,2,3,0,1,0,0,40,38,0
40,2,195394,8,2,9,0,4,1,7688,0,40,38,1
25,2,130302,5,4,5,4,4,1,0,0,40,38,0
38,2,66686,7,2,6,0,4,1,0,0,40,38,1
43,2,336042,5,5,13,1,4,1,0,0,40,38,0
23,2,193586,6,5,4,2,4,0,0,0,40,38,0
44,2,325461,9,2,3,0,4,1,0,1887,50,38,1
60,1,313852,10,0,9,1,4,0,0,0,25,38,0
38,1,32372,10,4,9,1,4,0,0,1669,55,38,0
21,1,32639,6,4,9,1,4,1,0,0,20,38,0
18,2,234953,6,4,0,3,4,0,0,0,25,38,0
49,2,120629,9,0,3,1,2,0,8614,0,60,38,1
43,2,350379,0,0,8,4,4,0,0,0,40,25,0
36,2,36423,5,2,13,0,4,1,0,0,25,38,1
31,2,123397,5,2,13,5,4,0,5178,0,35,38,1
38,2,130813,5,0,6,2,4,0,0,0,40,38,0
43,4,35236,6,2,4,0,4,1,0,0,70,38,0
58,2,33350,5,0,7,4,4,0,0,0,35,38,0
55,2,177380,5,0,0,1,4,0,0,0,29,38,0
39,2,216129,8,0,3,4,2,0,0,0,35,22,0
38,2,335104,9,0,9,1,4,0,0,0,35,38,0
54,4,199741,5,6,2,1,4,1,0,1887,35,38,0
57,3,165881,11,2,9,0,4,1,0,0,40,38,0
35,1,387777,8,2,10,0,4,1,0,0,52,38,0
44,4,149943,11,2,9,0,1,1,0,0,60,35,1
36,2,188834,5,2,2,0,4,1,0,0,40,38,0
58,2,290661,5,2,2,0,4,1,0,0,40,38,0
39,2,155603,6,4,7,3,2,0,0,1887,40,38,0
25,2,114838,11,4,9,1,4,0,0,0,15,21,0
54,1,168553,9,2,3,0,4,1,0,0,40,38,0
23,2,103064,9,4,12,1,4,0,0,0,40,38,0
37,2,123833,6,4,11,1,4,1,0,0,60,38,0
60,0,55621,8,2,7,0,2,1,0,0,40,38,0
66,1,189834,0,6,7,1,4,0,0,0,20,38,0
36,2,217926,8,2,6,0,2,1,0,0,50,38,0
29,4,341672,5,3,13,2,1,1,0,1564,50,18,1
29,2,163003,9,4,0,3,1,0,2202,0,40,35,0
25,2,194352,9,0,9,1,4,0,0,0,44,38,0
23,2,393248,6,4,0,3,4,1,0,0,40,38,0
38,2,279315,5,4,7,3,2,1,0,0,40,38,0
33,2,392812,6,2,5,0,4,1,0,0,50,38,1
49,3,34998,6,2,4,0,4,1,0,0,60,38,0
57,3,51016,5,2,3,0,4,1,0,0,60,38,1
57,1,132717,9,2,3,0,4,1,0,0,45,38,0
46,2,186078,6,4,6,1,4,0,0,0,45,38,0
37,3,196123,10,2,3,0,4,1,0,0,70,38,1
43,3,304906,9,2,11,0,4,1,0,0,45,38,1
26,2,41521,5,4,7,1,4,0,0,0,35,38,0
40,2,346847,7,5,9,2,4,0,0,0,40,38,0
39,4,107233,5,4,2,2,0,1,0,0,40,38,0
39,2,150125,8,0,7,4,2,0,0,0,40,38,0
31,2,400535,6,2,0,0,4,1,0,0,40,38,0
31,2,409622,9,2,6,0,3,1,0,0,36,25,0
27,2,136448,9,4,0,1,2,0,0,0,40,38,0
36,4,202950,9,2,3,0,4,1,0,0,50,19,0
40,1,197012,9,0,12,1,4,0,8614,0,40,8,1
57,2,237691,5,2,7,0,4,1,0,0,40,25,0
24,2,170277,5,4,7,1,4,0,0,0,35,38,0
30,2,160784,6,4,11,1,4,1,0,0,45,38,0
28,2,33798,4,4,13,1,4,1,0,0,50,38,0
22,2,197838,9,4,3,1,4,1,0,0,40,38,0
31,2,223212,0,4,5,3,4,1,0,0,50,38,0
33,2,125762,5,2,11,0,4,1,0,0,44,38,1
20,2,283969,6,4,5,2,4,1,0,0,15,38,0
25,2,374163,4,2,4,0,3,1,0,0,60,25,0
49,5,118567,6,2,4,0,4,1,0,0,40,38,0
21,2,147655,5,4,7,3,4,0,0,0,35,38,0
45,2,82797,9,2,3,0,4,1,0,0,45,38,1
36,1,142573,5,2,3,0,4,1,0,0,45,38,1
41,2,235167,0,3,8,1,4,0,0,0,32,25,0
23,2,53245,9,4,11,1,4,1,0,1602,15,38,0
47,2,32372,9,2,3,0,4,1,0,0,50,38,1
41,2,247082,5,0,3,1,4,1,0,0,50,38,0
30,2,123397,5,4,5,4,4,0,0,0,40,38,0
29,1,133327,6,4,4,1,4,1,0,0,40,38,0
31,2,102270,0,0,6,4,4,0,0,0,40,38,0
55,2,240988,1,2,6,2,1,1,0,0,40,29,0
19,2,386378,5,4,7,1,4,1,0,0,35,38,0
31,5,350651,4,2,12,5,4,0,0,0,40,38,1
18,5,76142,3,4,7,3,4,1,0,0,15,38,0
67,2,73773,5,6,11,1,4,0,0,0,24,38,0
36,1,293358,6,4,3,4,2,0,0,0,48,38,0
44,2,146906,11,2,9,0,4,1,0,0,50,38,1
58,4,331474,5,2,0,5,4,0,0,0,20,38,1
20,2,213719,5,4,11,3,2,0,0,0,20,38,0
18,2,101795,2,4,5,3,4,1,0,0,40,38,0
32,2,228265,5,4,5,3,4,0,0,0,30,38,0
49,4,130206,5,0,7,1,4,0,0,0,40,38,0
34,2,324254,5,2,6,0,4,1,0,0,40,38,0
22,2,223019,5,4,0,1,4,0,0,0,40,38,0
40,2,189666,5,2,7,0,4,1,0,0,45,38,0
35,2,139086,5,2,5,0,4,1,0,0,40,38,0
44,4,75065,4,2,3,0,1,1,0,0,60,39,0
55,2,139843,5,0,3,1,4,0,0,0,60,38,0
21,2,34310,7,2,2,0,4,1,0,1887,40,38,0
54,2,346014,6,2,2,5,4,0,0,0,40,38,0
39,1,163278,6,4,0,1,4,0,2202,0,44,38,0
52,2,32372,5,0,7,1,4,1,0,0,38,38,0
57,3,33725,9,2,2,0,4,1,0,0,50,38,1
58,5,300623,5,0,0,4,4,0,0,0,40,38,0
27,1,177072,6,4,9,2,4,1,0,0,16,38,0
41,2,167725,6,0,6,1,4,1,0,0,40,38,0
18,2,131180,3,4,9,3,4,0,0,0,16,38,0
58,2,275859,5,6,2,4,4,1,8614,0,52,25,1
50,2,275181,0,0,7,1,4,1,0,0,37,4,0
31,2,398988,6,4,3,1,4,1,0,0,40,38,0
32,2,222654,2,0,6,1,4,1,0,0,40,38,0
37,4,111129,6,2,2,0,4,1,0,0,45,38,0
26,4,137795,9,2,3,0,4,1,0,0,20,38,0
33,1,242150,7,2,12,0,4,1,0,0,50,38,0
35,5,237873,5,4,7,4,2,0,0,0,40,38,0
44,2,367749,9,4,9,1,4,0,0,0,45,25,0
26,2,206600,9,4,2,3,4,1,0,0,40,25,0
48,0,247043,5,0,0,1,4,1,0,0,40,38,0
40,2,187702,9,4,12,1,4,1,0,0,40,38,0
62,2,41718,2,2,11,0,4,1,0,0,35,38,0
37,2,151835,11,2,11,0,4,1,0,0,45,38,1
18,2,118938,3,4,11,3,4,1,0,0,18,38,0
48,2,224870,5,0,6,2,3,0,0,0,38,6,0
45,2,178341,10,2,9,0,4,1,0,0,50,38,0
35,2,61343,6,2,11,0,4,1,0,0,45,38,0
35,2,36989,5,0,2,4,4,1,0,0,40,38,0
34,4,226296,5,2,9,0,4,1,0,0,51,38,0
29,2,186624,5,2,7,5,4,0,0,0,40,4,0
19,2,172582,6,4,11,3,4,1,0,0,30,38,0
53,5,227392,6,2,10,0,4,1,0,0,60,38,0
49,2,187563,6,0,7,1,4,1,0,0,40,38,0
67,2,137499,5,6,11,2,4,0,0,0,16,38,0
38,2,239397,0,2,2,0,4,1,0,0,36,25,0
39,1,327164,10,2,3,0,4,1,0,0,45,38,0
23,2,140798,9,4,0,1,4,0,0,0,40,38,0
29,3,187450,9,2,11,0,4,1,0,0,50,38,1
52,2,194580,0,0,4,4,4,1,0,0,40,38,0
41,2,372682,6,2,0,5,4,0,0,0,40,38,1
20,2,235442,6,4,7,1,4,1,0,0,35,38,0
30,2,128065,6,2,12,0,4,1,0,0,45,38,0
56,2,91545,2,0,0,4,2,0,0,0,36,38,0
26,2,154604,5,0,11,4,4,0,0,0,40,38,0
36,0,192150,5,0,0,4,4,0,0,0,40,38,0
26,1,216522,9,4,9,3,2,0,0,0,42,38,0
58,2,156040,8,2,6,0,2,1,0,1848,40,38,1
24,2,206861,9,4,0,3,4,1,0,0,40,38,0
41,2,97632,6,0,11,1,1,0,0,0,32,38,0
27,2,189530,6,4,11,3,4,1,0,0,35,38,0
28,5,381789,6,5,3,3,4,1,0,1887,40,38,0
57,3,368797,5,2,3,0,4,1,0,0,40,38,0
21,5,41183,6,4,9,3,4,0,0,0,20,38,0
50,2,191062,5,2,5,0,4,1,0,0,40,38,0
27,2,132963,5,2,5,0,2,1,0,0,40,38,0
58,2,153551,9,4,9,1,4,0,0,0,60,38,0
27,4,66473,9,2,3,0,4,1,0,0,50,38,0
36,2,240323,5,5,11,4,2,0,0,0,17,38,0
67,1,242095,9,2,3,0,4,1,8614,0,40,38,1
33,3,128016,5,6,11,4,4,0,0,0,40,38,0
19,2,32372,6,4,7,3,4,0,0,0,18,38,0
26,2,342953,5,5,0,4,2,0,0,0,40,38,0
37,2,215476,5,4,5,4,2,0,0,0,30,38,0
53,2,231919,5,2,6,0,4,1,0,0,45,38,0
32,2,52537,6,4,12,1,2,1,0,0,38,38,0
18,2,32372,3,4,3,3,4,0,0,0,25,38,0
53,2,153052,5,2,2,0,4,1,0,0,40,38,1
40,4,199303,9,2,9,0,4,1,0,0,40,38,0
50,2,233369,6,0,9,4,4,0,0,0,40,38,0
43,2,345789,9,2,9,5,4,0,8614,0,50,38,1
60,2,238913,9,2,11,0,4,1,0,0,46,38,1
28,4,195607,5,2,11,5,4,0,0,0,40,38,0
34,2,245173,5,0,11,1,4,1,0,1669,45,38,0
37,2,138441,5,0,13,1,4,1,0,0,40,38,0
25,2,67467,5,2,12,0,4,1,0,0,40,38,0
46,2,102569,10,2,3,0,4,1,8614,0,65,38,1
21,2,213341,3,3,5,3,4,1,0,1762,40,5,0
26,2,37202,9,4,9,1,4,0,0,0,45,38,0
47,2,140219,5,4,0,2,4,0,0,0,40,38,0
18,2,298860,4,4,5,3,4,1,0,0,20,38,0
22,2,51362,9,4,11,1,4,0,0,0,16,38,0
36,2,199947,6,0,6,3,4,0,0,0,30,38,0
59,4,32552,5,2,13,0,4,1,0,0,48,38,0
33,2,183845,5,2,7,5,4,0,0,0,38,7,0
33,2,181091,2,0,2,1,4,1,0,0,35,8,0
53,3,135643,9,2,0,5,1,0,0,0,50,34,0
44,5,96249,6,2,3,0,4,1,3411,0,40,38,0
55,2,181220,5,2,3,0,4,1,0,0,50,38,0
56,2,133025,5,2,13,0,4,1,0,0,50,38,0
54,4,124865,6,0,11,1,4,0,0,0,35,38,0
51,2,45599,5,0,9,1,4,1,0,0,40,38,0
31,2,194293,6,4,0,1,4,0,2463,0,38,38,0
43,2,102180,10,2,3,0,4,1,0,0,50,38,1
44,2,121130,5,0,7,4,4,0,0,0,40,38,0
22,2,138768,6,4,3,3,4,1,0,0,50,38,0
43,5,98989,5,2,7,0,0,1,0,0,40,38,0
26,5,126327,8,4,0,4,2,0,0,0,40,38,0
30,2,113364,9,4,11,3,4,1,0,0,18,38,0
30,2,326199,1,2,2,0,4,1,2580,0,40,38,0
46,2,376789,5,4,7,1,4,1,0,0,15,38,0
27,2,137063,9,2,11,0,4,1,0,0,50,38,0
26,2,279145,5,2,2,0,4,1,0,0,50,38,0
36,2,178815,9,4,3,1,4,1,8614,0,40,38,1
25,4,245369,5,5,2,3,4,1,0,0,35,38,0
30,0,49593,11,4,9,1,2,0,0,0,40,38,0
46,5,238648,5,2,7,0,2,1,7298,0,40,38,1
47,2,166181,6,2,0,5,2,0,0,0,48,38,1
66,3,249043,9,2,11,0,4,1,5556,0,26,38,1
43,2,156403,2,2,5,0,4,1,0,0,40,38,0
36,0,186934,9,2,0,0,4,1,0,1848,55,38,1
44,1,387770,6,6,0,4,4,0,0,0,15,38,0
42,2,115511,11,2,9,0,4,1,0,0,50,38,0
39,2,201410,9,2,13,0,4,1,0,1887,45,29,1
36,2,220585,8,2,3,0,4,1,0,0,50,38,1
60,4,282066,9,2,3,0,4,1,0,1887,45,38,1
37,2,280966,6,2,6,0,4,1,0,0,50,38,1
26,2,291586,9,4,13,3,4,1,0,0,20,38,0
24,2,142227,9,4,0,1,4,0,0,0,30,38,0
45,1,148254,10,0,9,1,4,0,0,0,35,38,0
54,2,170562,6,2,3,0,4,1,0,0,48,38,1
22,2,222490,6,4,11,3,4,0,0,0,30,38,0
63,1,57674,10,2,9,0,4,1,0,0,48,38,0
22,2,233624,5,2,2,0,4,1,0,0,43,38,0
27,2,42734,6,4,7,1,4,1,0,0,25,38,0
33,2,233107,1,2,2,0,4,1,0,0,33,25,0
64,2,143110,9,6,9,1,4,0,0,0,30,38,0
50,2,195844,8,2,3,0,4,1,0,0,50,38,1
44,4,115896,7,6,9,4,4,0,0,0,40,38,0
31,2,303851,5,2,13,0,4,1,0,0,50,38,0
44,2,172475,5,0,0,1,1,0,0,0,40,39,0
53,4,32372,2,2,4,0,4,1,0,0,35,38,0
33,1,147921,5,6,7,4,4,0,0,0,40,38,0
34,0,172716,4,2,1,0,4,1,0,0,40,38,0
27,2,155057,5,4,13,1,4,1,0,0,70,38,0
67,4,132728,5,4,3,1,4,1,0,0,20,38,0
31,2,195136,8,0,7,1,4,0,0,0,32,38,0
40,2,377322,5,2,2,0,2,1,0,0,40,38,1
53,1,293941,9,2,9,0,4,1,0,0,40,38,0
58,2,182123,5,2,6,0,4,1,0,0,44,38,0
38,2,32528,6,2,3,0,4,1,0,0,40,38,1
33,2,140206,11,2,9,0,4,1,0,0,40,38,1
48,1,378221,9,2,3,0,4,1,0,0,60,25,1
23,2,211601,6,2,3,5,2,0,0,0,40,38,0
31,4,119411,5,4,2,3,4,1,0,0,50,38,0
52,4,240013,10,2,11,0,4,1,0,0,70,38,0
24,2,95552,5,4,12,3,4,1,0,0,40,38,0
45,4,183710,1,2,4,0,4,1,0,0,40,38,0
36,2,189382,5,2,0,5,4,0,0,0,40,38,1
52,2,380633,0,6,7,4,4,0,0,0,40,25,0
54,2,53407,5,2,2,0,4,1,0,0,40,38,0
39,2,150480,11,2,9,0,4,1,0,0,55,38,1
40,2,175674,9,2,11,0,4,1,0,0,50,38,1
28,2,375313,5,4,12,1,1,1,0,0,50,38,0
23,2,212888,6,4,0,1,4,0,0,0,40,38,0
36,3,430828,0,4,2,4,2,1,0,0,40,38,0
22,2,174461,6,4,0,3,4,0,0,0,15,38,0
55,1,133201,10,2,3,0,4,1,0,0,50,38,0
67,2,77253,5,4,5,1,4,1,0,0,17,38,0
47,2,141511,11,2,9,0,4,1,0,0,60,38,1
18,3,181608,2,4,11,3,4,1,0,0,15,38,0
31,2,127610,9,2,3,5,4,0,0,0,50,38,1
46,2,33842,6,2,13,0,4,1,3103,0,40,38,1
27,2,150080,9,4,3,3,4,0,0,0,40,38,0
39,0,32372,6,2,3,0,4,1,0,1887,50,38,1
40,2,151294,5,0,5,1,4,0,0,0,48,38,0
30,2,48829,5,4,11,1,4,0,0,1602,30,38,0
18,2,193769,1,4,7,4,4,1,0,0,20,38,0
33,2,277455,10,4,9,1,4,1,0,0,40,38,0
67,2,225780,11,4,9,1,4,1,0,0,30,38,0
34,0,430828,6,1,0,5,4,0,0,0,40,38,1
65,2,255386,5,4,2,2,1,1,0,0,40,0,0
36,2,174938,9,2,9,0,4,1,0,1887,50,38,1
32,2,174789,5,4,6,4,4,1,0,0,40,38,0
26,2,245628,6,4,0,2,4,1,0,0,40,25,0
22,2,228752,5,4,5,1,4,1,0,0,40,38,0
47,2,354148,11,2,9,0,4,1,8614,0,48,38,1
31,2,192900,6,4,7,1,4,1,0,0,40,38,0
28,4,190391,9,4,11,1,4,1,0,0,50,38,0
38,2,353263,10,4,0,1,4,0,0,0,50,21,1
34,2,113198,8,2,0,0,4,1,0,0,28,38,0
44,2,207578,9,2,9,0,4,1,0,0,35,38,1
27,2,93206,6,4,5,3,1,1,0,0,40,38,0
50,1,163998,9,2,10,0,4,1,0,0,44,38,1
47,2,111961,5,2,7,5,2,0,0,0,30,38,0
20,2,219122,6,4,7,1,4,1,0,0,40,38,0
24,2,111445,5,4,11,1,4,1,0,0,38,38,0
29,0,309778,6,2,12,0,4,1,0,0,40,38,1
37,1,223020,7,4,7,4,2,0,0,0,32,38,0
42,2,303155,8,0,0,1,4,1,0,0,40,38,0
67,2,159191,6,4,0,1,4,0,0,0,40,38,0
22,1,244408,6,4,0,1,1,0,0,0,40,39,0
67,4,430828,5,2,11,0,4,1,0,0,30,38,0
45,0,71823,6,2,0,0,2,1,0,0,20,38,0
30,1,83066,5,2,7,0,2,1,0,0,40,38,0
33,2,150154,5,2,2,0,4,1,0,0,40,38,0
43,2,190786,5,2,7,0,4,1,0,0,40,38,1
56,2,178033,6,6,3,1,4,1,4416,0,60,38,0
25,4,159909,7,2,4,0,4,1,0,0,40,38,0
41,2,190885,5,0,8,1,4,0,0,0,40,12,0
25,2,243786,9,4,7,1,4,0,0,0,37,38,0
31,5,124020,8,2,12,0,4,1,0,0,40,38,1
36,2,159016,5,2,6,0,4,1,0,0,38,38,0
37,2,183800,9,2,3,0,4,1,0,0,40,38,1
58,4,193434,5,2,2,0,4,1,0,0,20,38,0
26,2,245029,9,4,0,1,2,0,0,0,40,38,0
55,2,98746,6,2,12,0,4,1,0,0,50,1,1
46,0,140664,6,2,3,0,4,1,0,0,48,38,1
44,2,344920,9,4,0,1,4,0,0,1617,20,38,0
44,2,169980,3,2,7,0,2,1,0,0,60,38,0
28,5,155397,9,4,3,1,4,1,0,0,55,38,0
42,2,245317,2,2,13,0,4,1,0,0,50,38,0
41,2,74182,5,0,2,1,4,1,0,0,40,38,0
39,2,280570,9,2,3,0,4,1,0,0,45,38,0
64,4,32372,7,2,4,0,4,1,0,0,30,38,0
20,2,109952,6,4,5,3,4,1,0,0,25,38,0
45,1,192793,6,2,10,0,4,1,0,0,40,38,1
31,2,243442,5,2,0,0,4,1,0,0,50,38,0
36,0,106297,10,2,3,0,4,1,0,0,40,38,1
32,2,328060,1,5,7,4,3,0,0,0,40,25,0
33,4,48702,7,2,4,0,4,1,0,0,65,38,0
51,4,111283,5,0,3,1,4,0,8614,0,35,38,1
36,2,430828,5,0,6,4,4,1,0,0,40,38,0
40,2,208470,5,4,2,1,4,1,0,0,40,38,0
44,2,172032,7,2,0,0,4,1,7298,0,51,38,1
40,2,32372,5,0,0,4,4,0,0,0,45,8,0
46,2,98012,7,0,0,1,4,0,0,0,40,38,0
31,4,108468,11,2,9,0,4,1,0,0,60,38,1
30,2,207301,5,4,11,1,4,0,0,1887,40,38,0
26,2,168403,5,2,5,0,4,1,0,0,40,38,0
25,2,66935,9,4,7,2,4,1,0,0,40,38,0
35,4,42044,8,2,2,0,4,1,0,0,40,38,0
29,2,184806,11,4,9,2,4,1,0,0,50,38,0
39,2,430828,8,5,2,1,4,1,0,0,40,38,0
44,4,430828,6,0,7,4,4,1,0,0,40,38,0
37,2,278576,5,2,6,0,4,1,0,0,60,38,1
67,4,84979,7,2,11,0,4,1,0,0,20,38,1
36,2,430828,9,2,3,0,2,1,0,0,45,38,1
44,2,136986,6,2,2,0,4,1,0,0,60,38,1
23,2,278107,5,2,6,0,4,1,0,1573,30,38,0
27,2,96219,9,4,0,1,4,0,0,0,45,38,0
46,4,131091,9,2,11,0,4,1,0,1887,40,38,1
58,2,205410,5,2,2,0,4,1,0,0,40,38,0
36,2,416745,8,0,3,1,4,1,0,0,48,38,0
36,2,180667,5,2,2,0,4,1,0,1887,60,38,1
21,2,72119,6,4,0,1,4,1,0,0,45,38,0
41,5,108945,5,4,13,1,4,0,8614,0,40,38,1
49,0,195949,5,2,6,0,4,1,0,0,40,38,0
34,2,101345,9,2,11,5,4,0,0,0,40,38,1
29,2,430828,5,2,10,0,4,1,0,0,35,28,0
63,2,213095,9,2,3,0,4,1,0,0,50,38,1
29,0,59932,9,4,9,1,4,0,0,0,40,38,0
65,2,172815,6,2,4,0,4,1,0,0,40,38,0
26,2,40915,9,4,7,1,4,0,0,0,25,38,0
42,2,139012,11,2,9,0,1,1,0,0,40,35,1
44,2,121781,6,0,0,1,1,0,0,0,37,38,0
41,4,147110,5,2,6,0,4,1,0,0,25,38,0
22,1,237811,8,4,0,3,2,0,0,0,35,13,0
18,2,111476,3,4,5,3,4,1,0,0,40,38,0
33,1,289716,2,2,13,0,4,1,0,0,40,38,0
46,1,141944,9,2,9,0,4,1,0,0,38,38,1
49,2,323773,3,2,8,2,4,0,0,0,40,38,0
41,5,176663,5,2,0,5,4,0,0,0,40,38,0
52,2,155233,6,0,0,4,4,0,0,0,40,38,0
40,2,143327,6,5,5,1,4,1,0,0,40,38,0
53,0,177212,6,4,9,4,4,0,0,0,40,38,0
45,4,123088,5,2,2,0,4,1,0,0,50,38,0
30,1,47085,2,2,2,0,4,1,0,0,40,38,0
56,2,102106,5,2,5,0,4,1,0,0,40,38,0
24,2,235894,5,2,2,0,4,1,0,0,40,38,0
67,4,172046,0,2,4,0,4,1,0,0,50,38,0
20,4,197207,5,0,11,1,4,0,0,0,30,38,0
26,2,152452,9,2,12,0,4,1,0,0,50,38,0
34,2,172928,5,2,11,0,4,1,0,0,65,38,0
49,2,116338,5,5,9,4,4,0,0,653,60,38,0
48,2,276664,11,2,9,0,4,1,0,1887,50,38,1
22,2,59924,5,4,7,3,4,0,0,0,40,38,0
30,2,194141,6,0,6,1,4,1,0,1617,40,38,0
51,2,95128,5,0,2,1,4,1,0,0,40,38,0
46,2,292504,6,3,11,4,4,0,0,0,40,38,0
32,3,45796,5,2,3,0,4,1,0,0,45,38,0
42,2,119359,11,2,11,5,0,0,8614,0,40,34,1
52,5,104280,6,2,12,0,4,1,0,0,50,38,0
57,2,172291,5,0,0,2,2,0,0,0,40,38,0
35,2,180988,6,0,0,4,4,0,0,0,39,38,0
52,2,110748,10,2,9,0,4,1,0,0,50,38,1
36,2,32372,6,0,3,4,4,0,0,0,40,38,0
33,2,267859,6,2,3,0,4,1,0,0,40,4,1
67,1,256821,5,0,10,1,2,1,0,0,20,38,0
31,4,117346,6,2,11,0,4,1,0,0,48,38,0
31,2,62374,5,2,9,0,4,1,0,0,50,38,0
28,2,314659,6,4,6,1,4,1,0,0,42,38,0
36,2,93225,5,0,2,1,4,1,0,0,40,38,0
58,4,165315,5,2,11,0,4,1,0,0,35,38,1
56,2,124771,5,2,6,0,4,1,0,0,40,38,0
35,2,32372,6,4,11,1,4,1,0,0,40,38,0
37,2,198841,7,2,2,0,4,1,0,0,40,38,1
44,2,271792,9,3,3,4,4,0,0,0,40,38,0
26,2,64289,5,4,4,3,4,1,0,0,40,38,0
51,2,183390,5,2,13,0,4,1,0,0,40,38,0
31,2,240771,6,2,2,0,4,1,4386,0,50,38,1
30,2,234919,6,4,11,3,4,0,0,0,40,7,0
20,2,88231,6,4,0,1,4,0,0,0,40,38,0
21,2,154422,6,4,0,3,1,0,0,0,40,38,0
37,2,119098,9,2,9,0,4,1,0,0,50,38,1
53,5,151580,7,2,9,0,4,1,4386,0,40,38,1
54,2,118793,5,2,0,0,4,1,0,0,45,38,0
30,2,271710,9,2,11,0,4,1,7298,0,50,38,1
43,5,308498,5,3,3,4,4,0,0,0,40,38,0
48,2,172695,7,0,7,3,4,0,0,0,40,38,0
42,4,32372,9,2,11,0,4,1,0,0,48,38,0
62,2,200332,5,2,6,0,4,1,0,0,40,38,0
31,2,291702,5,2,2,0,4,1,0,0,40,38,0
22,2,67234,5,4,11,1,4,1,0,0,60,38,0
45,2,168038,9,2,3,0,4,1,0,0,32,38,0
34,2,137814,6,5,11,1,4,1,0,0,45,38,0
64,2,126233,5,2,3,0,4,1,0,0,20,38,0
42,4,79036,9,2,4,0,4,1,0,0,65,38,0
60,4,327474,5,2,11,0,4,1,0,0,70,38,0
44,2,145160,5,4,2,2,4,1,0,0,58,38,0
53,4,33304,11,2,9,0,4,1,0,0,38,38,1
37,2,359001,7,2,13,0,4,1,8614,0,50,38,1
23,2,133515,5,4,7,1,4,0,0,0,35,38,0
28,2,168901,9,2,9,0,1,1,0,0,40,35,0
55,2,430828,0,2,2,0,4,1,0,0,41,38,0
58,2,142924,10,4,0,1,4,0,0,0,24,38,1
67,3,228075,6,2,3,0,4,1,8614,0,25,38,1
27,2,91189,5,4,0,3,4,1,0,0,40,38,0
